pl_name,hostname,disc_year,pl_rade,pl_orbper,pl_orbsmax,st_teff,habitable
Kepler-135 c,Kepler-135,2014.0,1.16,11.448708,0.103,6090.0,0
Kepler-136 b,Kepler-136,2014.0,2.05,11.5789,0.106,6165.0,0
Kepler-136 c,Kepler-136,2014.0,1.99,16.399235,0.133,6165.0,0
Kepler-137 b,Kepler-137,2014.0,1.47,8.436387,0.077,5187.0,0
Kepler-137 c,Kepler-137,2014.0,1.88,18.735753,0.13,5187.0,0
Kepler-138 b,Kepler-138,2014.0,0.64,10.3134,0.0753,3841.0,0
Kepler-138 c,Kepler-138,2014.0,1.51,13.7815,0.0913,3841.0,0
Kepler-138 d,Kepler-138,2014.0,1.51,23.0923,0.1288,3841.0,0
Kepler-139 b,Kepler-139,2014.0,2.94,15.771044,0.127,5594.0,0
Kepler-139 c,Kepler-139,2014.0,3.38,157.072878,0.586,5594.0,0
Kepler-140 b,Kepler-140,2014.0,1.61,3.25427,0.045,6077.0,0
Kepler-140 c,Kepler-140,2014.0,1.8,91.353282,0.414,6077.0,0
Kepler-141 b,Kepler-141,2014.0,0.69,3.107675,0.039,4910.0,0
Kepler-141 c,Kepler-141,2014.0,1.41,7.010606,0.067,4910.0,0
Kepler-142 b,Kepler-142,2014.0,1.99,2.024152,0.032,5790.0,0
Kepler-142 c,Kepler-142,2014.0,2.86,4.761702,0.057,5790.0,0
Kepler-142 d,Kepler-142,2014.0,2.16,41.809118,0.242,5790.0,0
Kepler-143 b,Kepler-143,2014.0,2.41,16.007583,0.127,5848.0,0
Kepler-143 c,Kepler-143,2014.0,3.37,27.082511,0.181,5848.0,0
Kepler-144 b,Kepler-144,2014.0,1.33,5.885273,0.066,6075.0,0
Kepler-144 c,Kepler-144,2014.0,1.35,10.104665,0.094,6075.0,0
Kepler-146 b,Kepler-146,2014.0,3.71,31.158799,0.2,5948.0,0
Kepler-146 c,Kepler-146,2014.0,3.13,76.732171,0.364,5948.0,0
Kepler-147 b,Kepler-147,2014.0,1.53,12.610584,0.113,6012.0,0
Kepler-147 c,Kepler-147,2014.0,2.43,33.416423,0.216,6012.0,0
Kepler-1471 c,Kepler-1471,2023.0,1.88,11.6044881,0.0981,5533.0,0
Kepler-148 b,Kepler-148,2014.0,1.8,1.729366,0.028,5272.0,0
Kepler-148 c,Kepler-148,2014.0,3.6,4.180043,0.05,5272.0,0
Kepler-1487 c,Kepler-1487,2023.0,7.97,35.8007112,0.2588,5745.0,0
